enhancer_id,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_1,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_2,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_3,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_4,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_5,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_6,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_7,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_8,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_9,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_10,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_11,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_12,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_13,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_14,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_15,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_16,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_17,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_18,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_19,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_20,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_21,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_22,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_23,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_24,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_25,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_26,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_27,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_28,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_29,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_30,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_31,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_32,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_1,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_2,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_3,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_4,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_5,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_6,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_7,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_8,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_9,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_10,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_11,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_12,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_13,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_14,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_15,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_16,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_17,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_18,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_19,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_20,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_21,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_22,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_23,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_24,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_25,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_26,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_27,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_28,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_29,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_30,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_31,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_32,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_1,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_2,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_3,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_4,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_5,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_6,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_7,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_8,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_9,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_10,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_11,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_12,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_13,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_14,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_15,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_16,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_17,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_18,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_19,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_20,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_21,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_22,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_23,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_24,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_25,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_26,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_27,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_28,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_29,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_30,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_31,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_32,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_1,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_2,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_3,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_4,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_5,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_6,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_7,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_8,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_9,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_10,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_11,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_12,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_13,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_14,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_15,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_16,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_17,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_18,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_19,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_20,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_21,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_22,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_23,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_24,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_25,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_26,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_27,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_28,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_29,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_30,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_31,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_32
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,2744,3136,2510,2921,3975,4038,3415,3416,3250,4472,2987,3902,3196,3122,2214,3366,4061,3974,3682,3640,3280,3708,3196,3023,2294,3943,3438,2963,2999,3560,4324,4391,2902,3715,2950,3211,4628,4186,3625,3672,3976,4552,2621,4183,3688,4066,2316,3404,4509,4594,3911,3641,3515,3973,3615,3642,2303,4964,3750,3474,3065,3792,4630,4768,2772,3506,3091,3239,4961,4189,3713,3624,3769,4581,2573,4642,3500,3560,2452,3248,4323,4646,4042,4103,3494,3896,3635,3213,2520,4840,4206,3249,3148,3980,5058,4895,2594,3151,2556,3152,4171,3951,3335,3129,3344,4078,2439,4003,3280,3433,2204,2928,4614,3996,3810,3470,3116,3559,3311,2911,2149,4355,3590,3161,2874,3602,4534,4365
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,12502,10245,8305,9694,10787,10080,10676,12017,9775,11895,11005,6094,11635,8938,4906,12015,10344,12085,7887,9667,7248,8690,9826,9313,8312,9611,14441,11788,13166,11178,8330,0,12788,11659,9175,10331,10830,10542,11833,13442,9882,12693,12102,6089,11389,9561,9172,13160,10813,12594,8239,10343,7315,9012,11094,9440,8823,10232,14608,12223,13314,12078,6769,0,13777,18604,10500,12438,12434,11925,13579,14994,11627,14917,14397,7184,13715,11273,6818,15378,13119,14463,9506,11938,8292,10645,12114,11116,10091,12174,16792,13621,16261,14456,8029,0,13251,11746,9938,11258,11343,11042,12215,13323,10861,13519,12795,6651,12694,10176,7023,14018,11557,13520,8605,11524,7877,9589,11068,10685,9182,11099,15523,12297,14718,12547,6998,0
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,6034,7367,2838,5705,4731,5122,5971,2067,3190,4702,6583,5030,4613,5879,7302,1583,6062,6070,4291,6130,5996,3491,4886,4415,5667,3828,4765,3300,5178,4835,7026,6422,6690,8027,3019,6082,5334,5300,6736,2277,3286,4858,7144,5601,4606,6285,7961,1609,6408,6327,4781,6469,6481,3596,5518,4851,6237,4170,5269,3789,5135,5973,7324,7206,6835,8398,3115,6038,5268,6472,6750,2075,3520,4909,7617,5673,5787,6549,7661,1713,6301,6410,4585,6571,6636,3923,5527,4720,6099,4482,6146,3836,5147,5825,7761,7087,6135,7743,2986,5439,4934,5235,6082,1920,3143,4583,6441,5100,4501,5873,6878,1483,6041,5945,4511,5959,6161,3367,5228,4573,5418,3968,5047,4850,4678,4781,6723,6478
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,5645,7779,6141,5376,6440,6818,8063,5508,6168,8177,7312,5504,7172,3485,5209,5029,6261,5162,5850,7500,5938,5263,6490,6461,9155,7279,4758,7520,6892,7182,10412,5662,5859,8463,6562,5668,6721,7281,9047,5573,5733,8605,7605,6160,8113,3780,5673,5627,6185,5109,6392,7905,5964,5490,6589,6579,10150,7061,4856,14429,7448,7919,10379,5737,6495,9741,6817,6628,8185,7701,10000,6652,6744,9592,8578,6768,8636,4365,6297,5719,6885,5902,6956,9221,6625,6127,7998,7586,11499,8024,5384,8954,8343,8581,12606,6762,5645,8519,6447,5842,7145,7254,8980,6132,6043,9031,7452,6388,8086,3827,5505,5241,6136,5324,6121,7847,5686,5918,6862,6838,10409,7123,5362,8357,7317,7727,10815,6103
ARP.Control.Nguyen_neg_T03000001061,4633,5263,4484,3832,6530,3738,4928,3985,3993,4178,3452,5978,3770,4464,7644,3800,3220,4965,4359,2886,4421,3064,5609,4655,4149,6001,5759,5389,4935,5647,7383,5069,4712,5487,4691,3922,7376,3899,5234,4164,4108,4629,3751,6221,3958,5099,7882,4180,3551,5386,5204,3311,5248,3838,5751,4912,4086,6260,6506,5831,5250,5776,7962,5377,6405,7408,5992,5263,8744,5296,6404,5341,5382,6181,4533,7754,4688,6034,10576,5316,4819,6969,6082,4151,6366,4197,6882,6300,5562,8302,8107,7541,6606,7788,9647,6991,5281,6186,5027,4738,7855,4595,5509,4363,4506,5326,3721,6541,4526,5966,9072,4483,3684,5684,5530,3614,5474,3700,6121,6150,4663,7014,6891,6394,5963,6742,8497,5952
ARP.Control.Nguyen_neg_T03000001872,7714,3353,4891,2605,3531,4035,3470,2717,2972,3677,6016,3873,2064,3847,3519,5169,4267,3280,1141,4202,4830,1621,4302,4000,4127,3864,5348,9832,2804,4367,3705,4471,8821,3918,4985,2631,3969,3914,3742,2780,3139,3652,6850,4107,2235,4191,3718,5717,4755,3505,1187,4299,5049,1755,4542,4523,4486,3808,6096,11725,2898,4584,3828,4978,9377,4558,5662,3265,4264,4322,4364,3190,3635,4250,7512,4549,2670,4750,3914,6254,5404,3898,1396,5097,5806,1981,5093,4788,4826,4515,6693,12610,3391,5276,4065,5370,8254,3846,4815,2674,3700,3864,3779,2771,3214,3963,6566,4126,2379,4324,3767,5408,4589,3414,1186,4304,5059,1586,4295,4293,4075,3813,5838,10629,2790,4787,3787,4903
ARP.Control.Nguyen_neg_T03000002350,2062,2732,4741,3549,2958,4644,2468,3091,2377,3865,6830,2972,4122,3068,5963,3704,3848,4099,2538,3811,3761,3050,4415,3954,3732,4903,5693,2782,7691,3417,3816,4502,2105,3183,4507,3479,2922,4903,2536,3471,2570,4353,7569,3189,4508,3219,6393,3666,3833,4402,2750,3972,4345,3223,4241,4252,3695,5763,6022,2747,8658,3540,3939,5258,2518,3574,5362,3998,3692,5483,2849,3519,2928,5086,8922,3628,7113,3884,6937,4417,4436,5346,3157,4837,4664,3576,4736,4943,4076,6056,6627,3134,9542,4053,4601,5791,2098,3158,5028,3673,3208,4983,2542,3073,2435,4346,7547,3198,4566,3225,6190,4052,3934,4448,2880,4196,4191,3164,4045,4343,3697,5266,5878,2930,8431,3684,4328,5027
ARP.Control.Nguyen_neg_T03000006478,7243,4834,5739,4384,7856,6279,12338,6523,5703,6505,5768,6641,814,5832,6728,6117,5039,4686,6144,6314,6278,7015,8376,4546,6281,6099,7128,5066,8232,5668,5639,5814,7727,5175,5849,4636,8496,6361,6125,6622,5518,7064,6092,7122,962,6512,7521,6841,5359,5402,7238,7621,6623,7352,9043,5042,6849,6557,7529,5467,8609,6216,6051,6737,7400,5038,6238,4449,8865,6717,6212,6758,5756,7408,6633,7154,934,6388,7310,6857,5519,4829,7014,6854,7019,7793,9215,5041,6951,6286,7282,5461,8861,6100,6362,6310,7062,4449,5780,4151,8060,6331,5624,6217,5433,6628,5915,6272,793,6028,6750,6124,4848,4555,6424,6506,6182,6847,8447,4630,6156,5746,6804,4830,7925,5558,5571,5772
ARP.Control.Nguyen_neg_T03000008079,1426,1974,3756,1406,1891,2418,1204,545,2946,736,1440,1234,1715,1439,1948,1314,3875,1917,2610,3682,1192,1558,449,2860,2254,1116,2421,905,1388,1358,4098,0,1366,1825,3694,1508,1975,2618,1265,699,2740,727,1275,1346,1578,1405,1962,1339,4634,1727,2273,3876,1231,1661,705,2960,2294,1183,2633,1005,1281,1474,4347,0,1599,2334,4772,1814,2557,3007,1364,853,3660,803,1836,1635,2183,1777,2504,1808,5421,2047,3032,5714,1515,2007,775,3565,2725,1514,3080,1197,1791,1837,5238,0,1462,2069,4143,1525,2230,2669,1253,766,3307,684,1635,1512,1758,1684,2226,1461,4648,1886,3059,4284,1274,1832,681,3080,2352,1331,2744,954,1764,1446,4802,0
ARP.Control.Nguyen_neg_T03000009050,3473,4593,5126,5418,7239,7330,6794,6746,6186,5166,4969,4307,5227,6288,4071,4572,5235,6726,6459,5856,5959,6850,6065,6158,5062,5642,5461,7675,6317,6249,6121,5508,4150,4553,5589,6084,7355,7883,7013,7458,6803,5948,6065,4866,6071,7090,4808,5084,5440,7221,7085,6412,6842,7730,6689,6780,6572,6318,5818,8734,6983,6851,6624,5455,4224,4885,6139,6040,7597,8225,7236,7512,7352,5655,6097,4581,5811,7452,4448,5283,5701,7173,7250,6396,6834,8731,6862,7045,5769,6177,6174,8352,9611,7129,6647,5281,3796,4233,5125,5066,6743,7094,7214,6561,6040,5159,5635,4336,5194,6694,4110,4506,4854,6210,6161,5649,6020,6942,6081,6170,4867,5931,5237,7438,6242,6332,5852,4811
ARP.Control.Nguyen_neg_T03000009840,484,545,424,135,628,353,1335,286,99,400,244,195,1170,295,345,247,252,1386,216,298,116,101,145,41,140,307,1399,81,305,66,206,0,532,612,532,117,656,413,1552,329,115,450,279,209,1229,419,379,317,277,1820,194,308,195,138,193,71,114,301,1529,86,310,59,200,0,517,695,554,252,814,384,1749,421,128,521,248,196,1350,287,402,408,285,1843,196,317,186,113,209,82,111,265,1608,82,345,66,217,0,393,594,509,208,780,326,1479,399,104,454,247,196,1126,262,351,343,249,1454,145,376,200,76,141,60,110,284,1567,67,328,58,191,0
ARP.Control.Nguyen_neg_T03000009843,1419,2150,2303,1746,1620,751,2301,2043,2569,1446,1293,2092,1761,1107,2795,1065,1153,2190,1950,781,1899,976,2216,1702,2328,1624,1983,1694,1713,2249,869,2068,1595,2206,2809,2055,1768,825,2285,2266,2852,1583,1319,2382,1897,1075,3303,1531,1160,2333,2219,975,1885,1023,2509,1943,2472,2086,2350,1981,2344,2790,1069,2590,1481,2180,2243,1954,1506,712,2236,2177,2716,1462,1339,2277,1715,1022,2841,1051,1138,2389,1958,976,1677,951,2386,1663,2287,1787,1939,1895,1843,2611,1116,2239,1323,2096,2075,1693,1452,718,1980,1993,2370,1371,1152,2062,1612,1094,2666,1082,933,2258,1825,860,1631,890,2292,1594,2096,1755,1779,1685,1586,2204,953,2090
ARP.Control.Nguyen_neg_T03000010893,3467,4101,4917,3611,4852,4095,3025,3635,3283,3573,4848,992,5181,3548,6155,3384,3650,1782,1813,5734,3394,2420,3236,4220,3668,5108,3209,5219,5871,3799,1856,5769,3637,4350,5298,4255,5499,4062,3415,3772,3839,3923,5107,977,5652,3922,6651,3973,4085,1980,1521,6310,3988,2370,3543,4280,4409,5294,3521,5793,6396,3931,1976,6500,3731,4540,5492,4356,5696,4238,3240,3832,3907,4023,5109,963,6002,3971,7227,3777,4314,2158,1908,6878,4737,2723,4143,4688,4415,5762,3815,6066,6923,4540,2118,6538,3382,4072,4932,3947,4807,3902,2912,3361,3553,3575,4960,889,5186,3611,6407,3388,3795,1871,1696,5806,3952,2445,3567,4222,4150,4689,3392,5146,6052,3959,1945,6155
ARP.Control.hg38_chr1:168848149-168848269,3312,2580,2348,2707,2900,3083,2302,2945,2412,2866,1896,2008,3729,2655,2434,3301,2771,2550,3216,3168,3089,2613,3997,2176,1874,2992,2477,3734,2013,2810,3025,1560,3848,3132,2825,3460,3199,3770,2841,3374,2501,3489,2141,2241,4296,3016,2940,3781,3013,2994,3146,3785,3800,3232,4388,2685,2081,3645,2882,4490,3623,3467,3557,1996,3546,2643,2380,2659,2826,2982,2415,2578,2353,2845,1962,1859,3589,2760,2546,3314,2528,2587,2800,3238,3086,2601,3865,2113,1680,3078,2434,3735,2161,2839,2848,1666,3105,2424,2291,2532,2526,2922,2136,2526,2004,2748,1825,1806,3402,2612,2357,3044,2328,2406,2665,3385,2858,2586,3460,1846,1592,2728,2283,3419,1878,2709,2804,1464
ARP.Control.mm10_chr5:52618636-52618756,3389,2613,2372,3880,3328,3047,2530,1464,2007,2822,2021,3386,2418,3710,3535,2326,2722,2626,2020,2032,1346,2312,2595,3000,2385,2696,2159,2167,2303,2080,2838,1706,3859,2763,2910,4651,3501,3119,2836,1947,1851,2876,2173,4075,2701,4032,4418,2498,3358,2809,2463,2056,1673,2808,2827,3399,2530,9726,2604,2578,2745,2320,2726,1810,4113,3081,3162,4857,4024,3673,2873,1882,2118,3221,2248,4329,2857,4366,4061,2716,3622,3271,2518,2255,1773,3161,3316,3575,2716,3187,2763,2833,3028,2339,3280,2007,3618,2634,2790,4255,3338,3112,2504,1714,1811,2884,2077,3808,2596,3812,3561,2433,2871,2847,2256,1844,1772,2727,3016,3053,2456,2792,2600,2640,2667,2177,2999,1747
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245,5519,5145,5644,4421,5506,4142,6483,4808,5196,5436,6658,6038,5276,5297,5478,6285,6663,4928,5114,4415,5839,4008,4922,6164,6863,6438,4500,5267,4146,4813,5258,4656,5900,5490,6334,4817,6392,4950,7056,5015,5312,6156,6746,6848,5991,5364,5768,6640,6739,5135,5352,4781,6225,4458,5130,6970,7481,6985,4595,5846,4662,5349,5692,5273,6189,5820,6737,5107,7057,5041,7764,5496,5951,6624,7640,7719,6691,6733,6399,7311,8048,5686,6260,4988,7032,5012,5541,7085,7817,7758,5475,6281,5368,5668,6136,5535,5620,5540,6303,4589,5983,4518,7247,5072,5428,5982,6738,6686,5919,5849,5957,6548,6831,5098,5645,4550,6311,4444,4976,6495,7252,6928,4967,5302,5282,5286,5774,5304
ARP.Control.rheMac8_chr2:197426041-197426161,1944,864,938,2694,831,1451,1263,1872,1930,1623,1051,1088,1247,929,1235,1598,1627,1300,1895,756,1870,908,2086,1652,2442,2144,886,1346,1444,2192,1845,2042,2342,982,1345,3569,1162,1815,1405,2303,2161,1886,30612,1371,1480,1201,1649,1881,2006,1705,2161,995,2323,1245,2419,1926,2806,2396,1187,1557,1848,2712,2303,2429,1953,760,925,2671,832,1407,1113,1740,1638,1589,992,1217,1253,930,1232,1512,1588,1258,1699,866,1942,978,2057,1559,2314,1934,831,1275,1443,2141,2017,1992,1649,802,905,2428,771,1263,1105,1788,1624,1410,939,1084,1188,1025,1183,1375,1506,1190,1604,712,1656,891,1882,1634,2136,1774,851,1142,1356,1984,1748,1823
ARP.Control.rs115898899,3458,5380,7451,5543,4656,4948,5482,5746,3414,4646,6101,3274,3893,4076,4989,7067,4936,6830,2830,3806,4820,6575,6623,4790,5148,5281,6427,5204,8414,3928,0,0,3665,6042,4023,6710,5518,5999,5895,6558,3729,5242,7149,4006,4993,4586,5259,8403,5575,7313,2869,4199,5527,7252,7524,4935,5735,6198,6701,5935,9276,4262,0,0,3533,6019,4046,7195,5207,5680,5402,6457,3945,5355,6607,3912,4395,4598,5364,8020,5210,7073,2929,4143,5138,6838,7844,4800,5439,6098,6658,6024,8863,4180,0,0,3179,5364,3609,5794,4479,5047,4903,5802,3545,4710,6170,3249,3894,4166,4852,7340,4912,6763,2661,3700,4841,6274,6887,4737,4925,5486,6077,5617,8260,3850,0,0
ARP.Control.taeGut2_chr13:8529831-8529951,450,179,153,287,326,112,167,134,255,130,307,196,182,192,168,244,309,199,276,155,251,90,497,150,192,166,142,207,275,265,250,0,461,167,154,303,375,171,207,204,324,132,243,228,203,259,210,275,401,205,288,227,221,129,645,137,273,162,197,253,326,273,341,0,450,161,139,249,372,113,190,148,252,169,210,251,197,234,205,239,307,227,305,159,271,92,485,139,238,161,184,208,279,234,266,0,366,185,143,221,317,137,140,127,253,130,231,219,187,175,199,231,279,288,215,120,178,84,456,136,214,180,186,224,242,215,273,0
