enhancer_id,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_1,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_2,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_3,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_4,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_5,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_6,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_7,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_8,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_9,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_10,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_11,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_12,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_13,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_14,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_15,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_16,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_17,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_18,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_19,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_20,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_21,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_22,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_23,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_24,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_25,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_26,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_27,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_28,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_29,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_30,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_31,Rep1_iPSCNeuron_ZC130_R_ALT_Barcode_32,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_1,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_2,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_3,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_4,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_5,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_6,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_7,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_8,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_9,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_10,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_11,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_12,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_13,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_14,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_15,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_16,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_17,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_18,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_19,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_20,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_21,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_22,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_23,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_24,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_25,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_26,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_27,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_28,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_29,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_30,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_31,Rep2_iPSCNeuron_ZC131_R_ALT_Barcode_32,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_1,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_2,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_3,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_4,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_5,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_6,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_7,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_8,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_9,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_10,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_11,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_12,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_13,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_14,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_15,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_16,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_17,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_18,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_19,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_20,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_21,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_22,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_23,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_24,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_25,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_26,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_27,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_28,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_29,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_30,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_31,Rep3_iPSCNeuron_ZC132_R_ALT_Barcode_32,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_1,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_2,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_3,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_4,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_5,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_6,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_7,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_8,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_9,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_10,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_11,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_12,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_13,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_14,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_15,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_16,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_17,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_18,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_19,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_20,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_21,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_22,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_23,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_24,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_25,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_26,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_27,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_28,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_29,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_30,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_31,Rep4_iPSCNeuron_ZC133_R_ALT_Barcode_32
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,4,2732,3,1,6938,3261,8891,3552,7775,6876,677,53500,3,3740,7,5579,1817,17237,10868,6750,3322,0,6091,0,10342,2207,2,5203,14431,6147,14863,6,8,4018,0,4052,2118,0,5153,2315,16,4311,5825,4021,6029,20547,4,4151,1819,7,1926,5,26333,3551,4246,3597,1547,8092,4,4226,7,3858,2,11407,2248,1,2056,3,2,0,6266,0,5099,2,3,297,0,6,4553,0,2,2848,7436,1,1114,0,1217,1,0,3,1048,1822,2018,3,3,1,1142,2274,641,1,3,3320,2163,2046,7166,1,5457,8,1007,997,1957,797,2,4,4,2724,1,1720,1270,1,5,3,3,4095,4917,863,2153,1
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,1949,1548,1783,6312,1844,7714,7484,1893,4919,4165,2,10871,7631,4927,8,5960,7,6,3509,1812,1805,1845,6,2924,0,1,4,7574,2,13707,1852,8223,4290,0,4,178,4403,22207,16,3,2066,2448,2196,17350,3546,5,4,4,7402,3643,3,8582,2,2162,3,5,2247,3989,6,6,1867,4272,15481,1656,1,0,3896,1,2038,4,7290,952,2663,593,491,3,0,3,4121,2202,1887,1959,1049,2020,1862,1,2275,1942,1,0,4139,2982,0,1886,3840,1,4869,5950,2,1,4,934,1022,3040,7698,1994,1864,5686,2,3951,2,3766,1703,2660,6179,7192,3,11977,4957,1160,2,1,3146,2462,3,0,13574,0
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655,21247,5769,23954,15792,7317,11445,12182,9255,8431,9191,18827,11987,14902,5445,91,1927,4867,7448,11225,8921,40190,23219,2920,8845,6242,11696,17268,3606,8457,1859,17173,0,4265,10047,8440,12955,25,3737,4713,14648,4271,15857,10623,10077,3598,21861,13069,8750,14,12724,20687,1818,20037,11205,2582,7894,13606,29591,8678,3827,1626,8871,6331,0,4089,3946,4038,1488,15166,9688,4985,2750,3202,5121,6950,6029,10853,7432,4027,2256,14391,1962,5,0,10496,7878,3660,1808,2941,9217,5,6064,3348,1,3458,0,6444,6282,3295,7840,4291,10861,1656,4741,6979,26735,2904,1560,2154,6729,7950,8147,935,5736,16216,11831,4762,3480,3608,2263,8033,12789,2081,3735,4607,982,7806,0
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940,15738,15782,3339,7870,20713,25663,11096,3836,3648,19271,17548,48,31362,15718,18073,8371,6748,4713,12823,15518,3383,10176,12775,10,11065,11666,3872,16,20894,14265,8714,84506,3693,7540,36969,12231,10191,24188,14356,14718,1825,23044,15975,3898,17040,11254,8088,16326,5637,7790,24675,9501,9,6708,9674,11735,11753,19591,3538,7269,3980,4158,13577,6244,2007,9180,4,13808,5809,18217,9493,1892,6679,1022,5452,2,6,4002,8887,5576,2,5915,6,2260,6823,2,6783,860,3880,5661,4993,8196,9274,13374,1945,5838,13537,1754,12368,8559,9661,7818,815,5634,4551,5467,6278,1977,5,3660,2494,30055,3703,6395,3209,4,11095,0,6758,4141,4,1873,3446,4579,8325,3771,1,8400
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915,8653,6594,23697,5812,7516,11007,5586,26267,6305,5761,3137,5406,10774,7547,76364,26506,19984,13353,13909,1734,6642,1622,3954,6857,14372,10328,2944,4,8713,11,23683,5542,12796,16488,8741,10174,4648,10722,10139,7623,8991,4637,4221,1974,3570,13325,10804,11,11289,1648,3879,3585,11391,18601,30204,9,26097,5757,6827,10576,7227,29751,3035,10275,4156,4034,798,1661,1,6122,2469,5,6650,1,3141,1045,2,2037,4220,10,5509,4432,1,6500,2497,10534,3878,5931,13493,8147,3929,1043,1997,1642,4239,4031,3187,2034,14446,3827,3627,9860,7810,3557,13967,4041,9559,2070,7,11,8923,3507,2040,6468,1411,4044,4795,1990,811,4,4004,1976,11055,1877,1936,2901,8901,2839
ARP.Control.Nguyen_neg_T03000001061,3444,1967,0,5445,3747,0,20567,7822,0,3772,3946,6562,0,1964,3834,5,13751,2,5446,9976,3578,4197,5,3371,10790,5852,3,8,4724,533,3225,8007,5347,5685,0,2978,5,0,8,7640,0,11,2,3,0,0,2432,3,5,8463,2895,10831,1,4,4,1,3660,0,3622,7,1,3,6,1765,2,3,0,2033,2023,0,998,5,0,4028,1,1906,0,121,1,3014,4,0,4060,4,1,1482,1902,0,1886,0,1,4791,0,2036,3022,9561,5504,4,914,5,5,2,8,1304,3,2353,986,5,2,2,3,993,7,1939,1,873,2,2,2542,1766,1023,3,5,554,2717,919,6,2131
ARP.Control.Nguyen_neg_T03000001872,5846,1532,1804,45705,3243,5501,3871,5,5545,5855,0,14,2029,23,3895,3624,5794,11031,2,1,67812,7306,5,3914,3069,0,0,0,0,1,0,7608,4195,0,0,2229,0,2040,19983,6,4114,7561,0,4048,0,3680,3,5,3832,16552,2,4150,4309,5,5675,9419,0,0,3231,0,3849,0,1,2,1,1,1,1963,1,7058,1058,1465,2,2838,0,6156,0,471,2,2240,1014,4169,1263,1,2114,1,2059,2057,0,0,2,0,0,0,0,1,1026,1868,2917,7883,2132,2,3,2313,4,965,5,2,5,2,0,1,5,2897,3,675,925,890,4,2,0,1004,4,1793,4,1,6,3
ARP.Control.Nguyen_neg_T03000002350,3,7,4538,3643,0,22205,3098,2,3606,5480,2671,2,3545,4,0,6558,4867,1,4920,914,1641,1562,0,0,5562,9375,5324,8,0,2046,3715,3,3836,10409,5,34,1,15,8426,1857,3859,4302,5326,2,7,3578,0,16,3,1948,8071,2038,4390,0,0,0,5705,3511,1,3,0,1,3,10620,1026,0,0,0,2060,4571,1,2195,3,5035,1637,1796,1978,0,0,5900,0,0,1031,3152,1,0,0,0,458,2,0,3446,0,1,4065,3,4,2343,2,5804,2771,4847,949,3,1,2741,797,3125,7,966,979,2,3235,1091,4,3,1650,3,3,1,4917,9,1,1,0,1,3,9506
ARP.Control.Nguyen_neg_T03000006478,6523,5311,12141,1860,8735,1734,10725,1962,3254,13664,8386,4262,14531,2059,12497,1982,17665,5417,9810,2021,5451,3727,19253,13292,5810,2705,20,24,2023,3645,3895,5954,3631,15738,1935,5998,12109,1896,1950,3961,3790,11,13102,17436,7923,1653,10194,5655,8848,7794,3585,2573,10795,3814,6,8257,18313,4648,27,7855,6409,96,5685,5895,1,19489,2964,9191,3844,3918,2244,0,12605,2009,1080,7439,1,11712,3,2,2646,3047,2202,3395,4799,3271,1,2209,5848,1,9603,8974,0,4044,7367,0,2407,3727,943,2333,2409,2058,1000,2627,5727,4,8,980,2765,6066,4792,2067,4145,5764,4941,4705,1,9788,2633,14349,11332,1876,3,1078,3606,3243,7933,7546
ARP.Control.Nguyen_neg_T03000008079,0,0,0,0,3693,0,3,2,1,1897,1828,0,7,0,3824,0,0,2155,1,0,3978,1908,7,2172,3877,0,1958,0,1829,0,10,0,0,0,0,0,0,9,2,0,3892,0,3,0,22113,2226,0,0,0,1,3641,0,1,7226,17076,6357,0,0,4,0,2,0,4,0,0,0,0,0,2,1990,2651,1380,2095,0,0,0,3,0,0,0,0,1,1066,0,0,4,2,1593,0,0,2015,0,0,0,4301,0,3,1,1,2,0,1,1,0,4,1870,1159,4200,1,3,0,3,3932,1078,435,1625,925,0,2846,5,1,2121,3,1105,1,2120,1950,0
ARP.Control.Nguyen_neg_T03000009050,14601,10671,633,9632,1555,1486,3,8644,10788,4,13965,5097,1,1899,8436,10172,3,3526,9515,7,3846,6785,2526,2,2,10860,3824,7118,6635,10473,6252,8609,6,1777,0,7,11929,1,6,6415,6,5269,6,1572,4418,3482,3967,14418,17645,1609,3209,3693,6103,2,4296,1,10791,4,6473,9597,8440,8546,5649,5465,0,1675,0,1,2,1091,4728,0,3199,4397,1869,1,0,1,4,2387,2,5890,75135,1246,6799,1909,1830,1828,1626,5,959,1202,4029,1908,22494,3040,1814,666,5512,3770,4955,5206,5843,1202,4290,3,2757,6133,2014,2536,4327,3906,7,3639,3,1816,3,3,3409,1986,1263,4970,5,1992,4,5,1925,4294
ARP.Control.Nguyen_neg_T03000009840,0,0,0,0,0,1948,0,0,0,0,0,0,2381,3187,0,0,0,0,0,3763,2,0,3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,951,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,1,0,0,1002,1,929,1,1,0,0,0,0,0,0,0,0,0,1113,0,0,0,1,0,1969,0,0,0
ARP.Control.Nguyen_neg_T03000009843,892,1713,8021,20552,1,3218,4865,5620,7,2897,1,3335,12,4,1363,6927,1472,0,6725,24611,3,0,3,0,2487,3905,1582,1,3,14,5,1,20409,3438,18566,7017,6650,1,3,2022,7833,0,1714,1825,3018,910,0,9029,7,0,3,8,10928,0,5589,0,1,41435,5784,2828,5495,7943,2,1381,3,0,4,2854,2,2787,0,0,3,0,0,0,6483,1524,2,3385,2354,0,1803,6,1209,0,2035,1,2988,3839,1,0,0,5810,1736,1,1750,1,5552,890,1,1,2059,3057,2,900,0,0,2,905,2224,2,1127,8337,2803,1612,1,0,3773,3,945,3178,1,5174,817,3075,1,729
ARP.Control.Nguyen_neg_T03000010893,0,4,14952,1032,7229,1,12284,11366,20318,1643,7985,3512,3946,2071,18671,1750,7,3683,3714,1831,5806,2,6115,0,9831,2045,2259,1,11575,2118,4,5671,0,1,2172,23334,3677,0,1990,2262,4765,12428,11737,1,9173,2,2217,4051,13507,6557,25516,2112,6671,9922,3,2,4242,9160,2090,3292,4754,3,4,11458,0,1024,1,4921,3050,0,4344,6604,4,1,3973,0,2093,4533,7,5951,1,0,2,1,2432,2,0,1067,5,3525,0,293,77805,3726,2145,3344,1,0,1819,1244,1785,1,6127,890,2,2,561,3004,3646,2,1909,2,1,786,4485,2,3,17341,1,0,1,7375,0,3,1768,8831,0,2121
ARP.Control.hg38_chr1:168848149-168848269,0,3909,6,12793,7,6182,3530,0,3240,6228,16955,2011,9233,10115,23,1931,2,1,0,3003,10,9437,3109,3954,30400,4009,1613,6542,8093,5403,3640,3466,0,1878,21141,3916,5798,2,2,0,3456,3131,2,7647,3450,4158,46152,1816,3883,1,3,7688,7,3,2033,1,6012,5,3,22,40115,1935,5785,10,0,3793,2,1079,3865,4072,2724,0,0,10278,1011,2,2053,506,2599,0,938,1010,1043,4135,5043,0,6059,0,5,2828,2469,7994,7,1835,25,7911,3,1993,1883,1078,1928,5700,1965,2933,4254,1,1984,10383,2,1821,2001,4623,998,6726,6442,5662,3284,1740,0,5085,6824,3,1,2502,1089,943,9785,3918
ARP.Control.mm10_chr5:52618636-52618756,1780,5355,0,0,1933,0,8716,0,3,5568,4,8971,26316,5486,1,3560,1773,0,2,0,6231,5,0,1,7392,15,2648,5801,5708,1,0,4010,1,4,0,0,3,1,5,0,3959,1,2290,4,14,8,2179,3732,6,0,3966,0,8,11157,0,1,986,3,2,3272,3796,2113,0,1809,0,0,0,0,1082,0,1,0,3019,1889,1284,3115,4,2608,0,1,1938,2,890,0,4542,1,0,1060,2,1190,1372,3987,3129,0,0,5,0,1594,1,5,922,3,4279,3,1,3,0,2,2,4034,0,3,1,2,927,2,2024,0,1999,7743,3452,3,2025,2535,4,1,0,1131
ARP.Control.mm10shuf5_chr12:85436241-85436361_shuf_245,3187,1818,3819,3148,8,0,1771,1927,3183,10294,7657,3796,1,6,3421,32402,2418,27084,1,8399,5091,3502,1280,8802,3,2,3525,5713,13,3483,1,7138,10501,4,6481,0,3648,2113,4754,5275,3742,5295,5,3918,1796,2135,10424,8167,33466,6805,3850,0,2011,3877,3600,9078,7710,2,2003,12,18225,4100,3763,9,5044,1907,1990,0,3207,936,3,1944,1,2,2058,2635,0,517,6979,1742,5,3416,1,2,737,1,2,4133,3,933,1,8989,3726,1389,0,2904,8222,4849,802,3,5902,1966,4952,1712,3,3302,2602,2833,4033,2492,5062,6,1679,4040,982,1,5698,2911,2333,5629,1089,619,7,1918,3137,1934,3,4
ARP.Control.rheMac8_chr2:197426041-197426161,5522,7,5117,0,10553,973,12811,5,8590,5,3832,7,2,4929,12,0,0,6305,5,1906,0,3645,1,2,2543,1096,6,4766,5488,0,2,60,3891,2,5504,3,11,3721,5213,2,3241,7002,7764,7733,2617,5407,7,3690,0,9188,7,1862,0,5,0,3723,1699,3996,4,12840,2043,3765,1533,41,1790,2843,3,1155,5036,3587,2009,2727,1882,1752,924,1855,0,861,6344,0,0,0,2731,1489,0,2003,0,1839,1881,3881,3546,0,1,2,0,30618,0,754,1,1,1,2512,1,3,1,2789,1115,1,3,4860,1,2,2,1,1,4,2,2,20,8994,1,906,1871,3499,1,1,2801,2
ARP.Control.rs115898899,3272,4145,3212,6,4,1885,1696,2829,7200,7345,14674,2466,3776,5396,3948,15479,18,0,10578,5,30028,3646,2,12977,6955,938,10662,2006,5870,3130,0,0,10314,6051,15525,3360,1814,5,3296,22725,3690,2354,4027,4314,8,1876,1684,3846,7,1820,2680,3581,5068,12327,2205,4029,3,7696,177,6051,2084,4,0,0,2,3061,4648,3889,899,2716,963,1,1,33372,7,1,3936,5886,2051,1025,5363,1,1,0,3062,923,836,1018,2,2769,8131,1081,4015,2094,0,0,1815,14729,3,8571,2336,4267,6,3360,4,668,6,1987,5569,2,1877,3763,1345,4552,1832,1,2438,1042,11,5821,5,4758,4,7730,13559,2250,0,0
ARP.Control.taeGut2_chr13:8529831-8529951,1758,0,1806,0,0,0,3432,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1812,0,3147,0,3602,0,0,0,0,1,0,1,0,0,0,1,1,3689,0,0,0,0,0,0,0,0,1962,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1024,1034,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1178,0,0,1072,1,1,0,0,0,3906,0,0,948,0,0,1,0,0,1,0,901,1,0,0,0,1866,0
