Pseudo-barcode,Rep1_iPSCNeuron_ZC130_R,Rep2_iPSCNeuron_ZC131_R,Rep3_iPSCNeuron_ZC132_R,Rep4_iPSCNeuron_ZC133_R,enhancer_id
ARP.Control.CS6000065474_rheMac8_chr20_Group_7,12391.0,14280.0,13855.0,12395.0,ARP.Control.CS6000065474_rheMac8_chr20
ARP.Control.CS6000065474_rheMac8_chr20_Group_8,12688.0,14170.0,13362.0,12147.0,ARP.Control.CS6000065474_rheMac8_chr20
ARP.Control.CS6000065474_rheMac8_chr20_Group_9,10412.0,11941.0,10855.0,10364.0,ARP.Control.CS6000065474_rheMac8_chr20
ARP.Control.CS6000076312_mm10_chr18_Group_1,14506.0,16425.0,16097.0,15616.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_10,15821.0,18107.0,17956.0,15859.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_2,12332.0,12897.0,14191.0,12303.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_3,12561.0,15222.0,15186.0,13319.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_4,12970.0,13770.0,14452.0,12845.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_5,11977.0,16936.0,14481.0,12207.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_6,12535.0,13828.0,13883.0,12253.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_7,13660.0,14247.0,15014.0,13516.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_8,12557.0,14211.0,14361.0,12951.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000076312_mm10_chr18_Group_9,13626.0,14607.0,15234.0,13434.0,ARP.Control.CS6000076312_mm10_chr18
ARP.Control.CS6000151238_taeGut2_chr19_Group_1,19956.0,20725.0,21487.0,18801.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_10,21608.0,23460.0,25048.0,21306.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_2,17718.0,20958.0,19270.0,17049.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_3,15083.0,15478.0,16707.0,14430.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_4,15307.0,16003.0,16480.0,15042.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_5,14530.0,15917.0,16281.0,14563.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_6,15520.0,16436.0,17575.0,15348.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_7,18786.0,19492.0,20653.0,18573.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_8,18885.0,19740.0,20293.0,18264.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.CS6000151238_taeGut2_chr19_Group_9,12801.0,13550.0,14741.0,13281.0,ARP.Control.CS6000151238_taeGut2_chr19
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_1,5368.0,5631.0,6419.0,5591.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_10,12496.0,14225.0,14579.0,13557.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_2,7664.0,7645.0,7537.0,7682.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_3,6206.0,6591.0,6737.0,6141.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_4,6008.0,6400.0,6863.0,6125.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_5,9302.0,9244.0,9580.0,8393.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_6,9497.0,11321.0,11174.0,9865.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_7,8135.0,9568.0,9537.0,8398.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_8,5688.0,6902.0,6533.0,5944.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886_Group_9,6648.0,7404.0,7492.0,6725.0,ARP.Control.Kheradpour_hepg2andk562_pos_PK_construct_1886
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_1,14406.0,17559.0,17689.0,15824.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_10,19377.0,21347.0,24043.0,21375.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_2,10013.0,11087.0,12483.0,11010.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_3,11861.0,12201.0,14123.0,13026.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_4,9726.0,10880.0,12540.0,10314.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_5,13929.0,14597.0,18688.0,14200.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_6,12411.0,13032.0,18792.0,13570.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_7,14558.0,15846.0,18294.0,15629.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_8,11063.0,12275.0,13589.0,12412.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725_Group_9,12917.0,15116.0,15769.0,14280.0,ARP.Control.Nguyen_cortical_T03000000002_mm_chr1_13178725
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_1,17172.0,17416.0,20402.0,18820.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_10,29133.0,29834.0,35213.0,31448.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_2,13965.0,14747.0,16433.0,14696.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_3,19621.0,19111.0,21364.0,19498.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_4,19261.0,14619.0,16225.0,15440.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_5,14179.0,14535.0,16054.0,14589.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_6,17544.0,18676.0,21215.0,19432.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_7,15113.0,16414.0,18616.0,16614.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_8,16855.0,17618.0,19803.0,18193.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085_Group_9,18346.0,18979.0,22357.0,19729.0,ARP.Control.Nguyen_cortical_T03000000137_mm_chr2_167460085
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_1,6853.0,7506.0,8593.0,7245.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_10,10936.0,11328.0,13415.0,11709.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_2,4919.0,5322.0,6200.0,5312.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_3,4726.0,5430.0,6123.0,5231.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_4,6973.0,7534.0,9021.0,7756.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_5,6308.0,6888.0,8459.0,7039.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_6,6716.0,7462.0,8505.0,8009.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_7,5912.0,6346.0,6858.0,6098.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_8,9882.0,10616.0,12095.0,10300.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_9,7246.0,7545.0,8837.0,7686.0,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_1,3069.0,3491.0,3841.0,3530.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_10,8535.0,8857.0,9868.0,8488.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_2,2874.0,2952.0,3263.0,3103.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_3,2449.0,2517.0,2934.0,2555.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_4,2966.0,3362.0,3593.0,3147.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_5,3841.0,3789.0,3923.0,3660.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_6,1806.0,2268.0,2309.0,1898.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_7,5153.0,5420.0,6670.0,5675.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_8,5031.0,5582.0,6062.0,6156.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_9,4931.0,5663.0,6058.0,5405.0,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_1,33889.0,36359.0,41537.0,36989.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_10,43939.0,46562.0,52392.0,45972.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_2,30521.0,34353.0,37643.0,33845.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_3,30374.0,32776.0,37380.0,33050.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_4,26346.0,29288.0,33719.0,28848.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_5,25131.0,27321.0,29978.0,26866.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_6,27705.0,29978.0,34025.0,30038.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_7,32010.0,34007.0,39781.0,34016.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_8,32676.0,35390.0,39919.0,35784.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_9,27504.0,29486.0,33533.0,29544.0,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_1,14678.0,16730.0,17283.0,15529.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_10,16649.0,17436.0,19331.0,17130.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_2,10348.0,10922.0,12186.0,10764.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_3,9160.0,10077.0,11126.0,9845.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_4,10880.0,11165.0,12591.0,10775.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_5,11350.0,12733.0,14142.0,13419.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_6,9377.0,9996.0,10689.0,9749.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_7,15128.0,14996.0,15871.0,14314.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_8,14892.0,15841.0,17424.0,15969.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_9,14034.0,20674.0,16592.0,15208.0,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_1,13826.0,14686.0,15791.0,13881.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_10,15580.0,17700.0,17872.0,15618.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_2,9144.0,10490.0,10112.0,9167.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_3,8129.0,8254.0,8560.0,7498.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_4,11253.0,12056.0,12305.0,11249.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_5,10662.0,12129.0,11856.0,11638.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_6,10505.0,12666.0,12129.0,11242.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_7,10760.0,11260.0,11465.0,10329.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_8,11902.0,13142.0,13646.0,11999.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_9,11908.0,12519.0,12703.0,11506.0,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_1,40279.0,41613.0,48623.0,44518.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_10,34312.0,36001.0,42392.0,38633.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_2,26417.0,32689.0,33741.0,31225.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_3,31581.0,33423.0,42778.0,34615.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_4,32500.0,35001.0,39810.0,36243.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_5,30696.0,32234.0,36914.0,34046.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_6,34971.0,36518.0,43371.0,39634.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_7,31843.0,32300.0,38433.0,35399.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_8,32125.0,34405.0,40657.0,36782.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655_Group_9,33100.0,33508.0,39957.0,35157.0,ARP.Control.Nguyen_cortical_T03000006407_mm_chr11_98448655
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_1,18618.0,19911.0,19749.0,17804.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_10,20192.0,21735.0,23557.0,20627.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_2,12931.0,14408.0,14546.0,12688.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_3,11487.0,12609.0,12841.0,13223.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_4,16764.0,18103.0,18134.0,16818.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_5,17336.0,18894.0,19271.0,17933.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_6,15003.0,15747.0,17225.0,15085.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_7,17544.0,19118.0,20371.0,17823.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_8,21548.0,23407.0,23435.0,20860.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940_Group_9,15586.0,16966.0,17516.0,15699.0,ARP.Control.Nguyen_cortical_T03000008755_mm_chr12_120702940
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_1,22796.0,23244.0,26650.0,23681.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_10,26510.0,27540.0,31208.0,27594.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_2,17344.0,18555.0,20419.0,18288.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_3,18876.0,20544.0,22641.0,21047.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_4,23289.0,31204.0,28230.0,25836.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_5,21180.0,22077.0,25313.0,22147.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_6,25052.0,25195.0,28864.0,25718.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915_Group_7,19592.0,21399.0,24042.0,21258.0,ARP.Control.Nguyen_cortical_T03000010543_hs_chr18_42421915
